@ HyperIMU -ianovir - 2018
@ Date:Wed Nov 27 12:15:31 GMT+07:00 2019, Sampling Rate:20ms

K6DS3TR_Acceleration_Sensor.x,K6DS3TR_Acceleration_Sensor.y,K6DS3TR_Acceleration_Sensor.z
10.958596,-11.130983,3.4908526
11.581107,-11.073521,3.4860642
12.14855,-11.008876,3.9098508
12.699234,-10.889162,4.410254
12.897959,-10.678466,4.5012364
13.779052,-10.1206,4.2043467
14.324946,-9.60583,3.5650752
14.504517,-8.889942,3.2825508
14.286637,-7.9681463,3.0814316
13.972988,-6.8452315,2.8491871
13.886794,-5.66246,2.8587642
14.054393,-5.0184,3.0191805
14.298609,-5.0614967,3.5171897
13.728772,-4.6233444,3.3831103
12.99373,-4.1540666,2.5427198
12.304178,-3.3783216,2.5235655
11.928277,-2.779753,2.8013015
11.171686,-2.7941186,2.6456738
10.7048025,-3.347196,2.4206119
10.151725,-4.242655,2.4493432
10.027223,-4.8292522,2.5139885
10.290593,-5.9904757,2.8874955
10.937047,-7.2714124,3.2610023
11.332103,-8.882759,3.387899
11.466182,-9.553157,3.265791
11.854054,-10.616215,3.275368
12.14855,-11.212389,3.476487
12.677685,-11.607444,3.7087317
12.823736,-11.485336,3.4525442
12.964998,-11.174081,3.15326
12.292207,-10.932259,3.2250881
11.389565,-10.644946,3.2514253
10.527626,-10.28341,3.2993107
9.60583,-10.077502,3.294522
8.614601,-9.917087,3.3424077
8.001666,-9.675264,3.3256476
7.0080423,-9.004868,3.007209
6.4860907,-8.377567,2.8348215
5.849213,-8.078283,2.176396
5.4661293,-8.317711,1.5874043
4.6927786,-8.382356,0.98404694
4.2809634,-8.083072,0.85954463
3.512401,-6.9912825,0.79250497
2.3583608,-5.6337285,1.376708
2.5522969,-5.521198,2.4182177
4.000833,-6.0527267,3.6991546
5.549929,-7.2953553,2.8898897
6.5052447,-8.253065,0.75180227
6.1054006,-8.344048,-1.5323359
5.420638,-8.463761,-3.3160706
5.7223167,-8.638543,-2.9904492
6.9481854,-9.14613,0.12929083
8.152506,-9.3831625,2.0925963
9.768641,-9.668081,2.310475
11.420691,-10.00328,1.6592325
12.438257,-10.750294,1.3743137
12.680079,-11.229149,1.8747171
14.123827,-11.578713,1.8507744
14.925909,-11.119012,0.50040346
14.961823,-10.496501,-0.80687064
14.480574,-9.665688,-0.9577099
13.896371,-8.784595,-0.19633053
13.5611725,-7.9681463,0.18435916
13.075134,-7.0128307,-0.2681588
12.625011,-6.344828,-0.8547561
12.237139,-5.1620564,-1.5131817
12.677685,-4.295329,-1.4868447
13.759897,-4.087027,-1.2306572
13.843697,-4.005622,-1.1085492
14.119039,-4.2833576,-0.31125572
13.525258,-3.840417,0.9194015
12.718388,-2.944958,1.786129
12.143762,-3.1915684,3.0263634
11.727158,-4.0128045,4.304906
11.169292,-5.1979704,5.3081074
10.711986,-6.1556807,5.813299
10.513261,-6.771009,6.0479383
10.541992,-7.039168,5.870762
11.133378,-7.699988,5.2147307
11.47097,-8.382356,4.652076
11.772649,-9.308941,4.1085753
12.129396,-10.336084,4.067873
12.28263,-11.166898,4.2642035
12.23235,-11.370411,4.3671575
11.691244,-11.056761,4.5898247
11.387171,-10.73114,4.6041903
10.740717,-10.371999,4.292935
10.206794,-9.890749,4.0032277
9.945818,-9.737515,3.7877429
9.759064,-9.8548355,3.7638
9.727939,-9.873989,3.3998702
9.440625,-9.380769,2.1500587
9.0838785,-9.009656,1.5754328
8.571504,-8.851634,1.6568382
7.2211328,-8.719949,1.9896424
5.8252707,-8.351231,2.3727264
4.9872746,-7.848433,2.2793496
4.2737803,-7.388732,1.1253091
3.1245286,-6.177229,0.13886794
2.7462332,-5.279376,-0.11971374
3.615355,-5.027977,-0.09337672
4.9585433,-5.217125,0.2849187
5.9904757,-5.288953,0.9888355
6.8021345,-5.262616,0.6488485
7.2378926,-5.39909,-0.15083931
7.206767,-5.707951,-0.818842
6.6680555,-5.949773,-0.72785956
5.954561,-6.2251143,-0.4860378
5.29853,-6.938608,0.22266756
5.523592,-7.326481,0.7589851
7.1373334,-7.9513865,0.9026416
8.473338,-8.396722,0.69912827
9.680053,-8.92825,0.3328042
10.589877,-9.318518,-0.076616794
11.858843,-9.634562,-0.14605077
12.361641,-9.77343,0.028731298
13.039221,-10.218765,0.5889916
13.618635,-10.551569,1.0486923
14.504517,-10.829305,1.4293821
15.117451,-10.656918,1.8962656
15.5125065,-9.857229,2.6456738
15.905168,-8.008849,3.5411325
16.178114,-6.6177754,3.3232534
16.685701,-5.3248672,3.2825508
17.178923,-3.9984388,3.3352249
17.466234,-3.1053743,3.3639562
16.601902,-2.6791935,3.3639562
14.437477,-2.1620302,2.6193366
12.112637,-2.2937152,1.4269878
11.102252,-2.8898897,1.4389591
9.888355,-3.8643596,2.205127
9.191621,-4.6329217,2.6791935
8.810931,-5.320079,3.301705
8.875577,-5.856396,4.146884
9.644139,-6.407079,4.575459
10.527626,-7.022408,4.7550297
11.322526,-7.8987126,4.7095385
12.112637,-8.858817,4.680807
12.749514,-9.742304,4.642499
13.216397,-10.292988,4.6544704
13.412727,-10.609032,4.5874305
13.388784,-10.836488,4.5084195
12.895564,-10.956202,4.4749
12.14855,-10.953807,4.182798
11.119012,-10.690437,3.9266107
9.921875,-10.221159,3.7207031
9.342461,-9.897932,3.6656346
8.789383,-9.593859,3.694366
8.181237,-9.134158,3.6392977
7.798153,-8.545167,3.3783216
7.7502675,-8.389539,2.7151077
7.4605603,-8.126168,1.8411974
6.265817,-7.788576,1.7478206
5.4589467,-7.6090055,2.2362528
4.7741838,-7.4102807,2.2123098
4.0128045,-6.7470665,1.9656997
2.7294734,-4.9393888,1.7119064
2.7773588,-4.0319586,1.9920366
4.1013927,-4.2378664,2.004008
5.741471,-5.1189594,0.99362403
6.5483418,-5.808511,-0.18196489
6.8715687,-6.6680555,-1.297697
7.3240867,-7.1349387,-1.5227587
7.3169036,-7.1301503,-1.3886794
7.580274,-7.1732473,-1.4245936
8.176449,-7.2785954,-0.7805336
9.009656,-7.434223,0.102953814
9.888355,-7.82449,0.51716334
11.22436,-8.190814,0.52674043
12.038414,-8.3129225,0.016759925
12.85965,-8.360807,-0.69194543
12.950632,-8.482916,-0.8786988
12.878804,-8.583475,-0.69673395
12.737542,-8.727132,-0.2561874
12.524451,-8.758257,1.0486923
12.474172,-8.514041,1.8340145
12.534029,-7.9753294,2.0854135
12.615434,-7.350424,1.8292259
12.574731,-6.7470665,1.2785428
12.816553,-5.6792197,0.3040729
13.343293,-4.8148866,-0.28013015
13.664126,-3.849994,-0.9289786
14.001719,-3.5147953,-0.83081335
14.265089,-3.7757714,-0.12689656
14.123827,-3.459727,1.5778271
13.901159,-2.7342618,2.257801
13.64976,-1.9297855,3.0431232
13.125415,-2.3631492,3.6967604
11.894757,-3.7111259,4.338426
10.295382,-5.209942,4.740664
9.126976,-6.2682114,5.0830455
9.038387,-6.6632667,5.90907
9.730332,-6.9936767,6.1724405
10.532414,-7.8987126,5.791751
11.085492,-9.134158,5.4517636
11.6409645,-10.656918,5.786962
11.8349,-11.595473,6.0527267
11.96898,-11.62181,6.0694866
12.172493,-11.336891,6.057515
11.863631,-11.063944,5.952167
11.399142,-10.9490185,5.6792197
10.917893,-10.831699,5.296136
10.065532,-10.5395975,4.2737803
9.196409,-9.950606,3.8906965
8.9186735,-9.735122,3.9361877
8.593052,-9.27542,3.7590115
8.583475,-9.27542,2.925804
8.212362,-9.1628895,2.2314641
7.7742105,-8.983319,2.0854135
7.455772,-8.741497,1.6448668
6.893117,-8.583475,0.9385557
5.7989335,-8.559532,0.05985687
3.7877429,-8.174054,-0.5794145
1.7190893,-7.1924014,-0.32083282
0.7733508,-5.5882373,1.2522057
2.8372157,-5.1237483,2.753416
5.260222,-5.403878,2.3487835
7.187613,-6.0096297,0.4836435
7.659285,-6.136526,-1.4796618
7.5754857,-6.064698,-2.47568
7.1924014,-6.124555,-2.9210153
6.8093176,-6.768615,-2.5642684
6.9218483,-7.379155,-1.6089526
7.5036573,-8.001666,-0.36871833
8.889942,-8.614601,1.3886794
10.156514,-9.229929,2.456526
11.514068,-9.845258,3.4214187
12.514874,-9.962578,3.5794408
13.13978,-9.809344,3.0096035
13.551596,-9.534002,2.370332
13.76708,-9.268238,2.1237218
13.848486,-8.521224,2.4086404
13.4821615,-7.7071705,2.7749646
12.85965,-7.0439563,2.8946784
12.3807955,-6.30652,2.6624336
12.261082,-5.8061166,2.3751206
12.222773,-4.98488,1.8004947
12.414315,-4.434197,1.3024855
13.144568,-4.5467277,1.1995317
13.98017,-4.853195,1.7550035
14.573951,-4.8747435,2.5068057
13.977777,-3.4333901,3.1556542
13.664126,-2.2745612,3.1053743
13.281042,-1.5921928,3.232271
11.533222,-2.4254005,4.130124
10.321719,-3.7709827,4.7262983
9.435837,-5.2243075,5.05192
9.186832,-6.5028505,5.095017
9.72315,-7.513234,4.4653225
10.5803,-8.0711,3.7853484
11.674484,-8.535589,3.0383348
12.641771,-9.12937,2.3655436
13.082317,-9.567522,2.4086404
13.264282,-9.96976,2.8779182
13.168511,-10.261862,3.3136764
12.718388,-10.714379,3.8523881
12.210801,-10.879584,4.285752
11.401537,-10.984933,4.355186
10.07032,-10.853248,4.063084
8.935433,-10.3743925,4.0726614
7.850827,-9.694419,4.0199876
7.4222517,-9.196409,3.7302802
7.1995845,-8.925857,3.3304362
6.629747,-8.648121,3.1149516
6.591439,-8.590658,3.0167863
6.814106,-8.822903,1.9202085
6.385531,-8.885154,0.57462597
5.030371,-8.581081,-1.1396748
4.0559015,-8.791777,-1.6041641
3.1580484,-8.391933,-1.2809371
2.482863,-6.976917,-0.31125572
2.5044115,-6.055121,0.7206767
3.2298768,-5.3488097,2.2697725
4.6832013,-5.427821,2.9401696
6.533976,-6.22272,2.22907
7.8556156,-7.336058,0.65363705
8.514041,-8.561927,-0.7948992
8.61939,-9.562734,-1.6783867
8.751075,-9.871595,-1.3000913
9.814133,-9.835681,-0.20351335
10.836488,-9.708784,0.50040346
11.945037,-9.44302,0.84278476
13.012883,-9.323306,0.76137936
13.829331,-9.287392,0.77574503
14.339312,-9.316123,1.1085492
14.557191,-9.227535,1.1803775
14.4422655,-8.751075,1.1708003
13.518076,-8.016032,1.4150164
12.483748,-7.501263,1.8747171
10.666494,-6.5603127,2.7079248
10.046377,-6.158075,3.0622776
10.048771,-5.609786,2.9641123
10.537204,-5.030371,1.934574
10.826911,-4.640105,1.2498114
11.356046,-4.1157584,0.8475733
12.56276,-3.981679,1.0343267
13.489345,-3.9242165,1.446142
13.719194,-3.5890179,2.073442
14.272272,-3.5866237,3.2873392
13.992142,-3.2202997,4.1804037
12.84289,-2.7989073,4.9776974
11.95222,-3.8954852,5.200365
11.315343,-5.255433,5.138114
10.45101,-7.1756415,4.644893
9.783007,-8.320105,4.6760187
9.624985,-10.312141,5.4062724
9.847652,-11.27464,5.830059
9.907509,-11.782227,4.4653225
10.00328,-11.57153,3.8619652
11.820535,-11.485336,4.2235007
13.424699,-11.016058,3.6297207
13.635395,-10.570724,2.2769554
12.725571,-10.446221,1.8866886
11.717581,-10.482135,3.2035396
10.774237,-10.479741,4.04393
9.256267,-10.082292,4.565882
8.212362,-9.653716,4.740664
7.7335076,-9.452597,4.6305275
7.3863378,-9.244295,4.070267
6.6704497,-8.849239,2.8587642
5.7007685,-8.444607,1.838803
4.592219,-8.004061,1.1205206
3.8906965,-7.666468,0.3423813
3.9002736,-7.8125186,-0.4189981
4.35758,-8.219545,-0.8044763
4.879532,-8.169266,-0.9816527
5.731894,-8.681641,-0.2561874
5.6983743,-8.760652,0.047885496
5.317684,-7.9944835,0.7877164
5.7103453,-7.3169036,1.9178141
7.1373334,-7.2546525,2.4086404
8.693612,-7.556331,1.6185298
9.325701,-7.764633,-0.13647367
9.320911,-7.84125,-2.3272352
9.201198,-7.953781,-2.8276386
8.923462,-8.490098,-3.3160706
8.758257,-9.514848,-1.3958622
8.89952,-10.364816,-0.05985687
9.586677,-11.190841,1.4581133
10.941835,-11.925883,3.067066
11.5308275,-12.0025,3.9792848
12.059962,-11.844478,4.810098
12.785427,-10.886767,5.5906315
13.137386,-9.632168,5.377541
13.300197,-8.516436,4.5850363
13.288225,-7.721536,3.6632404
12.883593,-6.4597535,1.6831752
12.110242,-5.6792197,0.36871833
11.305766,-4.9585433,0.0047885496
10.9490185,-4.6568646,0.2657645
10.276228,-3.806897,1.3048798
9.838076,-3.0886145,1.838803
10.017646,-2.8970726,2.0782306
11.073521,-3.493247,2.5331428
12.004894,-3.991256,2.9593236
13.889188,-4.328849,3.3424077
14.030451,-4.4054656,3.4190245
14.372831,-4.989669,4.113364
13.2858305,-6.632141,4.3599744
11.317737,-12.064751,5.5810547
11.044789,-12.416709,5.1883936
10.953807,-12.376006,4.850801
10.834093,-12.127002,3.8930907
10.690437,-11.8301115,3.3304362
10.3193245,-11.427874,3.2490308
9.964972,-10.726351,2.9665065
8.873182,-8.516436,3.0957973
8.18842,-7.82449,3.0790374
8.111803,-7.735902,3.0718546
7.699988,-7.3839436,2.9377751
7.187613,-6.8284717,2.9641123
6.5148215,-6.301731,2.6959534
6.1532865,-5.8420305,2.4110348
6.2586346,-5.7390766,2.0351336
6.32328,-6.0407553,1.5586729
6.830866,-6.8428373,1.0055954
6.316097,-6.656084,0.39266106
7.3767605,-6.924243,0.20351335
6.8236833,-5.238673,-0.6249057
6.143709,-2.813273,0.31365
7.474926,-1.9369683,2.1740015
11.061549,-1.7837347,2.0806248
11.945037,-1.3791022,1.977671
12.361641,-1.0199611,2.0758362
12.09827,-0.34716985,2.3846977
11.765467,-0.15802214,2.238647
10.759871,0.07422252,3.8739367
9.332883,0.39505535,6.2514515
9.155706,0.5650489,6.344828
9.517242,0.73743665,2.7677817
9.1628895,0.011971374,4.182798
9.289786,-0.68715686,7.5443597
7.5084457,-0.07901107,9.687236
7.266624,0.22745611,10.343267
6.8955116,0.031125572,9.402317
5.2506447,0.32801566,9.591465
4.4126487,0.531529,9.931452
4.0726614,0.25379312,8.516436
3.4549387,0.45970076,6.60341
3.4716985,0.7709565,6.7638264
3.4980354,1.0008069,7.2953553
2.9617178,1.1013664,8.016032
2.2338583,0.8571504,8.2027855
1.8603516,0.68715686,8.150111
1.620924,0.95531565,7.886741
1.4581133,1.010384,7.944204
1.1875603,0.8834874,8.415876
0.72546524,0.888276,8.315316
0.9792584,1.185166,8.875577
1.2426286,1.3288225,9.680053
1.4150164,1.2258687,9.917087
1.2617828,1.3168511,9.677659
0.7302538,1.4198049,9.598648
0.28970724,1.6305012,9.620196
0.083799616,1.8842943,9.28021
0.31365,2.063865,8.719949
0.28252444,2.3320236,8.183631
-0.16041641,2.5020173,7.9609637
-1.297697,2.49244,7.046351
-0.41420954,2.1931558,9.052753
-0.43096948,2.3320236,9.646533
-0.24182175,2.3870919,10.228342
-0.22985038,2.604971,10.858036
0.17238778,2.7175019,10.427067
0.2657645,2.4876516,9.598648
0.2657645,2.4876516,9.598648
0.2657645,2.4876516,9.598648
0.2657645,2.4876516,9.598648
0.2657645,2.4876516,9.598648
0.2657645,2.4876516,9.598648
