@ HyperIMU -ianovir - 2018
@ Date:Sat Dec 14 15:42:55 GMT+07:00 2019, Sampling Rate:20ms

LSM6DS3_Accelerometer.x,LSM6DS3_Accelerometer.y,LSM6DS3_Accelerometer.z
12.193344,-6.7329254,6.0345917
13.241409,-7.3694153,5.1037903
12.679092,-8.541901,5.0702972
11.9109955,-9.688065,6.228424
14.523956,-10.7313385,6.4772644
16.349686,-11.492249,6.4318085
15.91658,-13.023666,6.2834473
15.36145,-13.112198,6.245163
13.286865,-13.0164795,7.0563354
13.772614,-12.58577,6.817047
12.915985,-13.116974,6.084854
11.212296,-12.980591,6.6136627
9.771805,-11.33194,6.0920258
8.376801,-8.912796,3.1105652
6.780777,-7.6087036,1.9165497
7.0463867,-6.510391,2.3927155
6.728134,-5.16803,1.1508484
5.2086945,-5.02684,-0.3685913
4.689453,-4.792343,-0.502594
5.153656,-4.4477844,0.10757446
4.804306,-5.1919556,-0.47148132
4.239609,-6.591751,-1.1438751
4.622452,-7.5010223,0.37556458
4.828232,-9.5277405,2.057724
2.2990265,-12.231628,2.2108612
1.6170654,-12.79155,2.6296082
6.19693,-10.197739,2.8449707
9.221466,-7.5680237,-0.15324402
8.702225,-6.2471924,-2.3666077
7.199524,-7.194748,-2.581955
6.665924,-7.8719177,-1.0816498
5.6106873,-9.137711,0.7344971
5.8619385,-10.044601,2.744461
6.4577484,-10.587769,3.4216309
7.635025,-11.111801,3.7303162
9.769424,-11.587967,4.6443634
11.776993,-11.5616455,5.6589203
12.224457,-11.671722,5.6421814
12.908798,-12.021072,6.2021027
13.913788,-11.88707,6.2021027
15.241806,-11.348679,6.159027
15.722763,-10.358063,6.04895
15.734726,-9.778992,5.6589203
15.789764,-8.986969,6.223633
15.560043,-8.374405,7.0371857
14.868515,-7.594345,6.9869385
15.11499,-6.574997,6.47966
15.270523,-4.67749,4.9267273
14.344498,-3.2561646,3.6250305
15.146088,-2.0166779,3.7709808
14.117172,-0.2507782,2.7253265
14.377991,-0.9686127,2.8497467
14.921158,-2.3277435,4.594116
15.540909,-0.9016266,7.123337
15.868729,-0.4421997,6.537094
15.887863,-0.5642395,4.5390778
14.325348,-2.473709,2.6104736
11.8368225,-4.7349243,3.438385
10.303009,-7.0487823,5.6541443
9.494247,-7.8838806,6.3384857
8.541901,-7.9460907,5.362213
9.412888,-8.252365,4.720932
11.707596,-8.541901,5.046356
12.612091,-9.420074,6.879257
10.877289,-9.886673,7.070694
10.807907,-10.381989,6.72612
11.645386,-10.580582,6.5012054
12.430237,-10.157059,6.635193
13.2964325,-9.685669,6.3408813
14.205704,-9.886673,6.773987
11.922958,-10.34848,6.3217316
10.965836,-10.166626,6.125519
10.1857605,-9.037216,5.4914246
9.357849,-8.443802,4.029419
8.891251,-8.484482,1.9979095
9.432022,-6.8023224,1.3494568
9.089859,-5.895447,1.7418671
8.474899,-6.0796814,1.4762726
7.381378,-6.1706085,-0.21305847
7.9197693,-6.960251,0.7632141
5.7398987,-8.934326,0.89242554
3.4954376,-10.113983,0.8756714
2.8326263,-10.681091,2.4046783
2.827835,-12.79155,1.749054
1.109787,-14.021469,-0.20828247
0.34887695,-14.571823,1.0288086
4.1941376,-11.150085,2.1079712
7.7690125,-8.661545,0.5957184
8.448578,-7.108597,-3.8621216
7.893448,-7.091858,-2.3833466
7.7570496,-6.929138,0.0262146
6.208893,-7.9078064,3.0986023
6.0150757,-8.197342,2.928711
9.869919,-7.709198,1.1006012
12.944687,-5.8404083,3.4024963
13.741501,-5.6944427,4.0485535
13.607498,-5.9648285,4.2615204
12.054565,-6.8406067,5.345459
13.195938,-5.3929443,5.809677
13.217468,-3.859146,2.6918182
13.389755,-2.703415,4.531906
12.5690155,-2.3779907,5.5368958
11.992355,-2.3851776,5.5895386
11.164429,-3.361435,5.6015015
10.125946,-3.459549,4.2304077
9.286072,-3.0551605,3.6944122
8.601715,-3.0384064,4.0988007
9.118576,-3.5432892,4.287842
11.554459,-3.4332275,3.3570251
12.145493,-4.026642,2.2443695
11.733917,-3.7897644,4.524719
11.327148,-2.732132,5.149246
10.791153,-1.8994293,3.2541351
10.685867,-1.6505737,1.4451599
9.89624,-3.007309,2.4262238
8.900818,-4.021866,1.8160553
6.8023224,-6.089264,1.4212341
6.551071,-6.912384,2.6846466
6.656357,-7.7450867,4.034195
5.7064056,-8.096832,3.0459595
5.916977,-7.8766937,2.854538
6.4457855,-7.4364166,2.6391754
6.756851,-6.8860626,1.8375854
6.266327,-6.8693237,1.2489471
6.024643,-6.833435,1.8327942
6.7377167,-6.213684,2.8090668
6.957855,-5.854767,2.8976135
6.9434967,-6.180191,2.9478607
7.6254425,-5.7375183,3.7207336
7.6087036,-5.493454,3.5508423
6.8645325,-5.8092957,3.134491
7.6493683,-5.670517,3.5245209
7.8599396,-5.2445984,4.2136536
7.307205,-5.3163757,3.426422
6.6635284,-5.4599457,2.7994995
6.83342,-5.469513,2.4333954
7.309601,-5.3403015,4.350052
6.4218597,-5.794937,3.7686005
6.0629272,-6.024658,2.825821
7.084671,-5.4910583,4.034195
8.125549,-5.017273,4.7137604
7.14209,-5.3522644,2.9215393
7.455551,-5.371414,3.6800537
7.359848,-5.258957,3.890625
7.1038055,-5.6657257,3.5963135
6.682678,-5.589157,2.6894379
7.134918,-5.493454,3.5556335
7.137314,-5.3905487,4.318939
7.1397095,-5.383377,4.342865
7.1397095,-5.069916,3.1656036
7.656555,-5.0196686,3.7733765
7.233017,-5.2565613,4.400299
6.8932495,-5.3235626,4.433792
7.1277466,-5.1512756,3.873886
7.680481,-4.9741974,3.9432678
7.101425,-5.342697,3.725525
6.685074,-5.383377,3.5795593
6.512787,-5.3977356,5.015259
6.9387054,-5.2780914,0.98095703
8.793152,-4.4262543,5.7857513
7.931732,-5.342697,5.6254272
6.3644257,-5.268524,2.8042908
6.213684,-5.3283386,2.167801
6.213684,-5.3283386,2.167801
6.213684,-5.3283386,2.167801
