@ HyperIMU -ianovir - 2018
@ Date:Wed Nov 27 12:11:24 GMT+07:00 2019, Sampling Rate:20ms

K6DS3TR_Acceleration_Sensor.x,K6DS3TR_Acceleration_Sensor.y,K6DS3TR_Acceleration_Sensor.z
10.771842,-8.291373,-1.5538844
10.125388,-8.439818,-1.7023294
9.780613,-8.528407,-1.1684061
9.866806,-8.638543,-1.0798179
11.054367,-8.411087,-2.9641123
11.978557,-8.7822,-0.07422252
12.347275,-8.901914,-0.51716334
12.622617,-8.616995,-0.72546524
12.780639,-8.4230585,-0.84039044
12.799793,-8.152506,-0.5913859
12.727965,-7.5036573,0.58420306
12.349669,-6.751855,1.9920366
12.040808,-6.186806,2.6720107
12.000105,-5.427821,2.7653873
11.942643,-4.4820824,2.413429
11.403931,-3.8523881,1.951334
11.590684,-3.964919,0.9720756
12.77585,-4.790944,0.45730647
13.738349,-5.707951,0.64166564
13.738349,-4.992063,0.89067024
13.321745,-3.9505534,0.36871833
12.550789,-3.684789,0.26097596
10.771842,-4.9010806,1.8483802
9.608225,-6.0000525,2.9904492
9.138947,-7.6975937,3.8116856
9.354432,-8.219545,3.8739367
10.757477,-9.8548355,3.7542229
11.30816,-10.273833,3.6704233
12.763879,-10.78142,2.6432793
13.522864,-11.130983,2.1572416
13.7814455,-11.344074,1.960911
13.771869,-11.538011,2.2530127
13.379208,-11.81814,2.595394
12.636982,-12.170099,3.014392
11.317737,-12.4358635,3.3831103
9.938635,-12.11503,3.4142358
8.265037,-11.284217,3.1556542
7.1397276,-10.448615,2.760599
6.4334164,-9.75667,2.4852571
5.8779445,-9.150918,1.8938714
5.672037,-8.739103,1.4676905
5.5020437,-8.090255,1.211503
5.2482505,-7.3145094,1.0415095
4.992063,-7.5276,0.7685622
4.1349125,-7.9585695,0.36392978
2.954535,-7.759845,-0.5363176
2.954535,-7.8699813,-0.60335726
3.476487,-7.9585695,-0.41420954
3.5578923,-6.1820173,0.9792584
4.443774,-6.081458,1.403045
5.8156934,-6.4693303,1.7454263
7.5850625,-7.307327,1.4174107
8.411087,-8.044764,-0.14844504
8.248277,-8.274613,-1.4964218
8.044764,-9.047964,-3.162837
9.316123,-9.742304,-0.5123748
10.642551,-9.814133,-0.11971374
11.514068,-9.933846,-0.021548472
12.565154,-10.101445,0.102953814
12.742331,-10.118205,0.22985038
13.108655,-10.149331,0.27294734
13.515681,-9.371192,0.41181526
13.501316,-8.5331955,0.038308397
13.412727,-7.84125,-0.04070267
13.005701,-6.797346,-0.37829542
12.354458,-5.863579,-0.6440599
11.624205,-5.030371,-0.7350424
11.255486,-4.5682764,-0.5554718
10.987327,-4.1756153,-0.35914123
11.063944,-3.9337935,-0.009577099
11.889969,-4.1420956,0.18675344
13.903554,-5.401484,0.18675344
14.7176075,-5.384724,0.5602603
15.165337,-4.3599744,-0.021548472
15.560392,-3.962525,-1.0965779
14.983372,-4.903475,-0.24182175
13.822148,-6.3208857,1.2162915
11.346468,-8.696006,3.347196
10.034406,-10.012857,4.4198313
9.282603,-11.478153,4.7741838
9.115005,-11.877997,4.328849
9.189227,-11.961797,3.7661943
9.75667,-11.9402485,2.7222905
10.498895,-11.662513,2.3152637
11.193234,-11.351257,2.0973847
11.607444,-11.016058,1.7693691
11.758284,-11.071127,1.5107874
11.217177,-10.834093,1.5323359
10.292988,-10.292988,2.1213274
9.172467,-9.660899,2.7414446
8.2027855,-9.012051,3.5866237
7.5084457,-8.614601,3.572258
5.863579,-7.2714124,2.056682
5.4709177,-6.8859344,1.3695252
4.8938975,-6.4334164,1.0271438
4.599402,-6.1054006,0.74701375
4.6233444,-6.1556807,0.090982445
4.9992456,-6.778192,-1.1875603
4.532362,-7.920261,-2.5714512
3.703943,-9.038387,-1.6927522
2.4948344,-7.6616793,-1.1396748
2.19555,-6.6153812,-0.13886794
2.7366562,-5.4661293,0.6943397
5.4158497,-5.8755503,1.2617828
7.2809896,-6.9673395,1.2881198
9.586677,-9.007262,0.48843205
10.178062,-9.79019,-0.86193895
10.532414,-9.933846,-2.2937152
10.989721,-9.47654,-3.5914123
11.581107,-8.449396,-3.7446458
11.698426,-8.018426,-3.4908526
11.147743,-7.937021,-2.8252442
10.740717,-8.190814,-1.7454263
10.707197,-8.8085375,-0.723071
11.085492,-9.153313,0.3974496
11.250697,-9.09585,1.2593886
11.401537,-8.379962,2.4708917
11.717581,-6.3807425,3.0910087
12.229956,-4.9202347,2.8827069
12.9865465,-3.7207031,2.2099156
13.247522,-3.0167863,1.4269878
13.044009,-3.0431232,1.0486923
11.866026,-3.6009893,0.7972935
10.934653,-4.024776,0.89545876
10.379181,-4.470111,1.0271438
9.77343,-4.9633317,1.541913
9.964972,-4.989669,2.142876
10.68086,-4.8316464,2.4541316
11.710398,-4.8148866,2.004008
12.237139,-5.073468,1.7933118
12.802187,-5.9641385,1.8675344
13.118232,-7.1373334,1.9489397
13.158935,-8.420665,2.4110348
12.996123,-8.942616,3.469304
13.170906,-8.961771,3.1963568
13.551596,-8.959376,3.0191805
