@ HyperIMU -ianovir - 2018
@ Date:Sat Dec 14 13:06:38 GMT+07:00 2019, Sampling Rate:20ms

K6DS3TR_Acceleration_Sensor.x,K6DS3TR_Acceleration_Sensor.y,K6DS3TR_Acceleration_Sensor.z
16.278675,-4.826858,4.5443335
14.36086,-3.9002736,5.2410674
13.580327,-2.3152637,5.195576
12.816553,-0.9074302,4.1588554
12.213196,0.30886146,4.4485626
12.134185,1.1540405,5.133325
12.47896,1.4150164,5.62894
12.29939,1.8914771,6.5483418
13.048798,2.0686533,7.285778
14.913938,1.7957062,6.65369
15.045623,0.076616794,4.1971636
13.209214,-2.430189,3.8092911
12.368824,-3.562681,4.802915
15.2682905,-7.597034,6.6225643
16.628239,-9.5794935,6.150892
16.434301,-11.10704,6.577073
15.787848,-13.874823,8.207574
14.997737,-14.978583,8.509253
15.625037,-15.158154,7.743085
16.42712,-15.256319,6.5387645
16.345715,-14.645779,5.9617443
14.794224,-15.146182,5.6385174
12.522058,-14.770281,5.5619006
10.989721,-14.109462,5.3105016
8.60263,-12.99373,5.3679643
7.1493044,-12.009683,4.992063
5.114171,-10.937047,4.1181526
5.2674046,-10.96099,4.024776
4.9561486,-10.915499,4.0367475
4.3623686,-10.570724,2.5594797
2.7677817,-10.13736,1.5730386
0.9864412,-9.735122,1.0965779
0.9313729,-10.1206,0.33759275
1.4054393,-10.795785,1.1995317
1.2617828,-11.669696,2.4254005
1.776552,-12.136579,3.6009893
4.565882,-12.052779,3.8380225
6.6632667,-12.273052,2.7845416
8.300951,-11.961797,1.4652961
10.292988,-12.392766,1.3216397
11.231544,-12.933872,2.640885
12.028836,-13.623424,4.9944572
13.4821615,-13.788629,7.228316
14.7726755,-13.585115,8.10462
16.228395,-13.972988,7.4270406
17.573977,-14.578739,7.046351
17.957062,-14.480574,7.120573
18.440704,-13.573144,7.395915
18.684921,-12.196436,7.125362
19.036879,-10.345661,6.25624
18.945896,-8.526012,5.0567083
17.660172,-6.6201696,4.685596
16.269096,-5.3105016,5.147691
14.822955,-3.6656346,5.837242
13.326533,-1.8531687,5.504438
11.997711,0.41181526,4.678413
13.012883,1.637684,4.4892654
13.908342,2.6337023,3.6704233
13.812572,2.7318676,4.520391
14.490151,2.6600394,6.4166565
15.478987,2.291321,7.6736507
14.765492,0.27294734,5.3727527
13.908342,-1.4964218,4.292935
13.575539,-5.3871183,4.850801
14.578739,-6.9074826,5.2147307
16.115864,-8.767835,5.7031627
16.81978,-10.0439825,6.3328567
17.08315,-12.304178,7.556331
17.035265,-13.824543,7.822096
16.925129,-15.275474,7.1133904
16.273886,-15.799819,7.228316
15.517295,-16.18051,6.6776323
15.689683,-16.058401,6.385531
12.440652,-15.737568,5.4350038
11.042396,-15.31857,4.4844766
10.470163,-14.241146,4.764607
9.208381,-13.676098,5.05192
7.6975937,-13.036826,5.439792
6.409474,-12.555577,4.8148866
4.149278,-12.074327,3.8667538
2.5762396,-11.612233,3.222694
2.351178,-11.135772,2.5618742
1.2546,-10.996904,0.70870537
0.65842557,-11.391959,-0.8356019
0.13886794,-11.092675,-0.66321415
1.6951466,-10.532414,2.4254005
2.9593236,-11.119012,2.4373717
3.1700199,-11.209994,2.2338583
4.644893,-11.332103,3.0287576
7.905895,-11.4446335,2.5738454
11.652935,-11.267457,1.7693691
10.929865,-11.34168,1.1133378
10.462981,-12.127002,1.6400782
11.284217,-12.308967,3.5387383
15.273079,-12.086299,3.938582
16.067978,-11.219572,4.7789726
17.178923,-11.1142235,5.3081074
17.559612,-11.090281,5.7534423
18.253952,-10.482135,5.715134
19.269123,-9.318518,4.7358756
19.534887,-7.764633,2.6696165
18.160574,-6.577073,2.6217308
16.405571,-5.4924664,3.2777622
14.751127,-4.4270144,2.6456738
15.007315,-3.232271,2.4637089
13.628212,-1.7382435,2.1835787
13.269071,-0.6440599,1.8866886
13.594692,0.9864412,2.0183737
13.254705,2.5139885,2.988055
12.277842,3.0024207,3.6297207
11.710398,3.3855045,4.4030714
12.56276,2.9473522,4.065479
12.9865465,2.4421604,3.634509
13.319351,1.5036045,3.4357843
13.029643,0.2681588,3.2466366
12.984152,-1.6400782,3.5554981
13.221186,-2.5211713,4.041536
13.32414,-4.292935,4.685596
15.134212,-5.3895125,5.2051535
18.036072,-7.120573,4.73827
17.897203,-8.463761,4.5539107
18.160574,-9.735122,5.478101
18.301836,-10.776631,5.9617443
17.676931,-11.32492,5.401484
16.041641,-11.576319,4.7095385
14.693665,-10.951413,4.37434
14.736761,-10.920287,4.1157584
13.597087,-10.489318,3.407053
11.933065,-9.885961,2.2362528
10.68086,-9.4142885,1.9896424
9.42626,-8.662486,2.3368123
8.549955,-8.22194,2.6935592
8.025609,-8.011244,2.5618742
7.269018,-8.097438,2.317658
5.837242,-8.1549,2.317658
4.635316,-8.207574,2.7222905
4.3240604,-8.626573,3.0527003
3.9242165,-9.174861,2.3942747
3.7853484,-9.368797,1.6496553
4.608979,-9.517242,1.9992194
4.5515165,-9.220352,2.1596358
3.0862203,-8.470944,2.099779
4.903475,-8.023215,2.2123098
7.501263,-8.145323,1.6065584
9.304152,-8.684034,1.4533248
10.422278,-9.12937,1.9848539
11.492519,-9.976943,2.135693
12.244322,-11.07831,2.6696165
12.488538,-11.703216,4.199558
13.86764,-11.6649065,5.3727527
17.504543,-11.169292,6.019207
18.696892,-10.506078,5.1213536
18.546053,-9.876384,3.7925313
18.234797,-9.179649,3.938582
18.071987,-8.545167,3.833234
17.356098,-8.05434,3.2825508
16.613873,-7.5060515,3.0790374
15.208433,-6.682421,3.6728175
14.389591,-6.124555,3.4118416
14.992949,-5.2458563,2.6001825
14.856475,-2.8515813,2.3775148
13.944257,-1.1899546,3.0239692
13.671309,0.38787252,5.133325
14.066364,1.0247496,6.665661
14.566768,2.423006,6.184412
14.540431,2.545114,4.5970078
13.146963,1.3862851,2.8611584
12.373612,0.56265455,2.631308
11.976163,-0.57462597,2.8156672
11.549982,-1.9321798,2.770176
11.892363,-3.0742488,3.067066
12.476566,-4.2833576,4.048719
13.573144,-5.5331693,4.7765784
14.207626,-7.4270406,5.1859994
15.356878,-8.856422,5.3679643
15.941082,-10.096657,5.437398
16.496553,-11.451817,6.062304
16.565987,-12.349669,6.301731
14.909149,-13.546807,6.0479383
13.039221,-13.027249,6.2346916
11.267457,-12.026443,5.140508
10.767054,-10.738322,4.3240604
10.513261,-9.862018,2.6744049
9.196409,-9.732727,2.0375278
7.8173075,-9.428655,2.0806248
8.118986,-8.976136,2.1309047
9.167678,-8.959376,1.8100717
8.293768,-9.464568,2.3655436
5.973716,-9.981731,3.5650752
4.3456087,-10.307353,4.6544704
2.6001825,-11.209994,4.9106574
1.7143008,-12.150945,4.975303
1.6233183,-12.546,4.008016
2.1380875,-12.795005,1.8004947
2.5810282,-12.292207,1.6568382
4.2211065,-10.6497345,2.8372157
5.566689,-9.98652,2.6887705
10.786208,-10.297776,0.82602483
13.10626,-10.829305,0.39505535
11.961797,-11.432662,0.3040729
11.198023,-11.837295,2.5044115
13.774263,-12.024048,4.168432
15.4023695,-12.16531,4.350397
15.407159,-11.736735,4.63771
16.060795,-11.62181,4.6281333
17.178923,-11.523644,3.9313993
17.262722,-10.829305,3.981679
17.806221,-9.390346,4.1181526
16.88682,-8.066312,3.387899
15.282656,-6.969734,2.8204558
14.753521,-5.916253,3.4788814
14.746339,-4.642499,3.694366
13.281042,-3.258608,2.9042554
12.119819,-1.7885233,3.1772027
12.366429,-0.014365649,4.331243
12.912324,1.5993756,3.7446458
12.153339,1.7358493,2.7869358
11.863631,1.8555629,2.3487835
12.905141,1.960911,3.8475995
13.474978,1.6712039,4.929812
12.682474,0.083799616,4.304906
11.542799,-1.5490957,3.74704
11.176475,-2.753416,3.840417
12.13179,-3.8308396,4.245049
13.927497,-5.095017,4.3073006
15.184491,-6.797346,4.7526355
15.4334955,-7.3600006,4.8388295
16.599506,-9.620196,5.906676
17.624256,-10.477346,5.9808984
17.344128,-11.909122,4.908263
16.3098,-13.829331,5.276982
14.260301,-14.368043,7.0774765
14.887601,-13.281042,6.246663
14.844503,-13.340899,2.80609
11.791803,-13.1517515,0.81165916
9.486116,-11.669696,2.6983478
9.895537,-10.082292,4.3958883
10.146936,-9.364009,4.235472
9.0288105,-9.648928,2.7486274
7.7574506,-9.732727,2.5666625
6.689604,-10.029617,3.1963568
4.8723493,-10.565935,3.7925313
2.8779182,-11.09507,3.4477558
2.2985039,-11.882786,1.8579572
2.8396099,-12.806976,0.9241901
2.640885,-13.496527,2.0542877
3.1125572,-12.598674,4.120547
4.285752,-11.375199,4.350397
5.9234357,-11.178869,3.301705
8.372779,-11.336891,2.8635526
9.948212,-11.705609,1.7526091
10.482135,-12.23235,1.4341706
12.785427,-12.404737,3.9481592
14.916332,-12.699234,4.96812
15.531661,-13.257099,4.781367
15.471804,-13.865246,5.0758624
17.41356,-13.807783,6.062304
19.460665,-13.154146,7.2187386
19.93952,-12.225167,7.170853
19.652208,-10.889162,5.097411
19.024908,-9.371192,3.7446458
19.24518,-7.597034,3.529161
19.522917,-6.0335727,3.3232534
19.027302,-4.2737803,2.770176
16.81978,-1.9561225,2.7510219
14.219598,-0.29928434,3.529161
13.472585,1.3934679,4.5706706
14.7176075,3.3663504,4.644893
13.7575035,4.453351,4.3073006
12.112637,3.8092911,4.580248
11.427874,2.9904492,5.7103453
12.378401,3.6201434,6.32328
13.53723,2.7749646,5.7438655
12.893169,0.505192,5.1261425
12.402344,-1.6927522,5.032766
12.984152,-3.5339496,5.0758624
14.913938,-6.5842557,4.781367
15.936293,-7.6688623,5.463735
18.895617,-9.153313,6.9122715
18.50535,-11.004087,5.437398
18.028889,-12.967392,5.03516
18.579573,-14.262695,7.1349387
18.85252,-14.46142,6.5363703
18.558023,-15.002526,2.7486274
17.949879,-14.942669,2.5427198
15.8429165,-14.530854,5.916253
13.357659,-13.728772,5.401484
11.47097,-13.319351,4.6640472
8.547561,-13.087106,3.2729738
5.0926223,-12.567549,3.2681851
4.867561,-11.949825,3.0455174
5.516409,-12.28263,0.3423813
3.344802,-12.584309,-0.85954463
1.8196489,-11.803775,1.7478206
1.7071179,-10.96099,4.103787
1.7573977,-11.0352125,3.624932
2.5714512,-12.287418,1.8819
2.928198,-12.723176,-0.38787252
5.2841644,-11.715187,1.664021
5.5283804,-11.236332,2.7869358
5.095017,-10.889162,4.0463243
8.736709,-12.038414,3.8930907
12.838101,-12.687263,2.2793496
15.646585,-12.641771,0.7877164
16.024881,-12.129396,1.9130256
16.666548,-12.057568,4.0343533
16.601902,-11.95222,4.8148866
15.701654,-11.684061,5.619363
16.281069,-10.956202,6.960157
17.097517,-10.410307,6.244269
17.688902,-10.017646,4.8292522
17.554823,-9.172467,4.3025117
17.356098,-7.4892917,4.6688356
16.362474,-5.2913475,3.9146392
15.823762,-3.9601305,2.5762396
15.361668,-3.318465,1.4126221
15.713626,-2.3296294,1.9992194
14.564374,-0.89545876,3.3088877
11.983345,0.34956414,4.7933383
11.138166,1.010384,5.4110613
10.640158,1.446142,5.3895125
10.78142,1.5036045,4.6544704
11.190841,1.4317763,5.0614967
11.978557,0.83081335,5.6409116
11.966585,-0.2944958,5.9617443
12.742331,-1.4964218,6.237086
12.414315,-2.5570855,6.038361
12.730359,-4.9417834,5.643306
13.015278,-6.4405994,6.0407553
13.824543,-8.265037,6.23948
15.258714,-9.73991,6.0479383
17.207653,-11.992923,6.821289
17.296242,-12.890776,7.118179
17.269905,-13.644972,7.1133904
17.327366,-14.262695,6.0263896
16.017698,-14.901966,4.393494
14.119039,-15.488564,3.4956412
11.698426,-15.141394,3.5770466
11.643358,-13.721589,3.7781656
11.7750435,-12.689656,1.4198049
8.935433,-12.684868,1.0032011
5.995264,-11.626598,3.562681
5.4110613,-10.769448,3.0718546
3.6464806,-10.242707,1.2330515
3.1125572,-9.732727,1.8579572
2.762993,-9.347249,3.057489
2.9042554,-9.58907,2.4254005
2.7989073,-10.343267,-0.023942748
2.2745612,-10.750294,-0.36392978
1.7166951,-10.601849,0.4166038
2.753416,-10.211582,1.4245936
3.8643596,-10.412702,2.0494993
4.2570205,-11.080704,2.5522969
4.7741838,-10.92747,3.347196
7.2881727,-10.07032,3.9194279
9.900327,-9.948212,2.7582045
11.619415,-10.618608,1.594587
12.9865465,-12.093482,2.4062462
13.331322,-12.948238,4.896292
14.75831,-13.525258,6.0311785
17.008928,-13.381602,5.195576
16.331348,-12.591491,4.6233444
16.733587,-11.628993,4.946572
17.358492,-10.855642,4.4054656
17.664959,-9.96976,3.6967604
17.22202,-8.940222,3.5698638
15.974602,-7.623371,3.4238129
14.918726,-6.7494607,2.9832664
13.372025,-6.134132,3.3687446
12.689656,-5.3679643,5.442187
13.118232,-3.615355,6.136526
12.996123,-1.8866886,5.1620564
13.707223,-0.4285752,3.3926873
13.580327,0.9577099,3.8212626
12.13179,1.4389591,5.724711
12.730359,1.6520497,6.9888883
13.527653,1.8004947,5.28177
14.071153,0.69673395,1.9321798
14.051999,-0.5650489,2.439766
13.685675,-2.3823035,3.74704
13.046404,-4.517997,4.486871
13.434276,-6.150892,4.5347567
13.920314,-7.944204,4.2474437
15.033651,-9.273026,3.962525
16.482187,-11.150138,5.478101
17.392012,-13.017673,5.5188036
17.930723,-14.269877,5.2650104
17.387224,-15.5125065,4.618556
16.379234,-15.660952,4.436591
15.6777115,-15.313782,4.819675
14.514094,-15.0552,4.8771377
12.146156,-14.578739,4.6664414
10.685649,-13.673703,4.048719
9.093455,-12.675291,3.3902931
7.003254,-12.29939,2.3918805
4.68799,-12.208407,2.0231621
2.0878077,-11.466182,3.0431232
1.6999351,-10.573117,4.3025117
2.535537,-10.757477,2.9425638
2.083019,-11.12859,0.409421
0.6296943,-10.9490185,0.7302538
1.2162915,-10.589877,1.7430321
1.6807809,-10.472558,1.8340145
2.5522969,-10.755082,1.5921928
3.7661943,-10.405519,2.2625897
6.524399,-10.465375,1.7358493
6.8955116,-10.3743925,1.5083932
8.837268,-10.336084,1.2833313
11.703216,-11.322526,0.34716985
12.16531,-12.51248,-0.25858167
12.466989,-13.4270935,2.0686533
13.910737,-13.961017,4.209135
15.557998,-13.692858,4.8986864
15.38561,-13.046404,4.731087
15.591517,-12.124608,5.439792
16.965832,-11.22436,5.2027593
16.961042,-10.623397,4.233078
16.405571,-9.5794935,3.9242165
16.530073,-8.564321,4.084633
15.818974,-6.936214,3.1173458
14.8828125,-5.940196,2.8420043
13.367236,-4.355186,3.519584
12.474172,-3.067066,4.005622
12.09827,-2.3631492,4.393494
11.794198,-1.5203645,4.992063
11.997711,-0.3423813,4.6305275
11.873209,0.5961744,3.7853484
12.744725,0.61293435,4.5874305
12.720782,1.0486923,5.4948606
12.866833,1.5275474,6.284971
13.613847,0.600963,5.183605
13.893977,-0.88588166,3.9744961
13.771869,-2.9569294,3.301705
13.362448,-5.9473786,3.7590115
