@ HyperIMU -ianovir - 2018
@ Date:Sat Dec 14 12:48:25 GMT+07:00 2019, Sampling Rate:20ms

K6DS3TR_Acceleration_Sensor.x,K6DS3TR_Acceleration_Sensor.y,K6DS3TR_Acceleration_Sensor.z
-1.4245936,-11.490125,-2.6600394
-1.5131817,-12.251504,-1.9896424
1.7382435,-12.634588,-0.052674048
3.624932,-12.670503,-0.38068968
4.2737803,-12.514874,-2.238647
6.656084,-12.644165,-3.3256476
7.987301,-12.905141,-2.5906053
9.943423,-13.688069,0.3615355
11.083098,-14.940275,2.3032923
13.271465,-16.57796,3.938582
15.162942,-17.904387,4.63771
17.784674,-20.356125,6.0766697
19.087158,-21.34496,6.3975024
21.253977,-21.565233,6.0838523
22.072819,-21.179754,5.317684
21.751987,-20.301056,5.8420305
22.388865,-19.345741,6.3975024
21.534107,-17.94509,5.253039
18.78548,-17.066391,4.0104103
18.17494,-17.011322,4.982486
18.282682,-15.409553,5.6768255
17.949879,-11.810958,4.8340406
17.710451,-8.873182,4.764607
19.384048,-4.3958883,6.035967
20.789488,1.776552,9.926663
20.803854,4.925023,8.705584
17.020899,4.860378,6.150892
14.82535,6.1293435,4.592219
15.428707,6.938608,4.513208
16.20924,5.880339,5.0231886
16.996958,-6.943397,6.2083545
19.62587,-10.221159,4.7286925
23.47347,-14.298609,4.304906
25.012989,-17.08315,3.991256
25.75282,-19.683332,3.7709827
26.772781,-22.479847,3.5267668
26.878128,-23.655436,3.4956412
28.183008,-25.376919,3.7877429
27.002632,-26.25083,1.5203645
22.92997,-24.64427,1.4365649
19.103918,-22.558857,3.083826
15.251531,-20.255566,5.06868
11.980951,-18.071987,5.90907
9.4932995,-15.991362,5.166845
7.738296,-13.690463,3.9960446
6.818895,-12.198831,1.8196489
4.8986864,-11.76786,0.22506183
3.5866237,-11.020847,-0.20351335
0.96489275,-9.742304,-1.0654523
0.21069619,-10.245102,0.07901107
-0.34477556,-10.565935,0.6560313
-1.4581133,-10.999298,-1.2546
-2.4014575,-11.810958,-2.1069617
-2.126116,-12.127002,0.021548472
1.3192455,-11.576319,1.6257126
4.790944,-11.298583,0.4285752
5.9018874,-10.8149395,-4.1349125
6.639324,-11.186052,-5.140508
7.620977,-11.947432,-4.2737803
8.329682,-13.3169565,-2.4804688
10.470163,-15.459832,2.056682
12.830918,-16.568382,4.802915
15.177308,-17.966639,5.06868
17.17174,-19.398415,4.3168774
19.82699,-20.47105,4.005622
20.09036,-20.415981,5.0758624
21.289892,-20.502174,5.7438655
21.19891,-20.150217,5.2578273
19.740795,-20.097542,5.0040345
19.288279,-19.566013,5.90907
20.095148,-18.646612,5.995264
19.484608,-17.23399,4.7143273
18.273106,-15.007315,4.245049
16.750347,-12.505298,4.5874305
16.17572,-10.125388,6.136526
16.611479,-6.074275,6.754249
16.206846,-3.7063375,5.99287
15.443072,-1.9202085,5.1093826
14.921121,0.36871833,4.7741838
14.028056,2.8156672,5.7558365
12.158128,4.2211065,8.906702
13.067952,5.856396,10.757477
12.500508,3.849994,4.640105
11.459,0.85954463,0.083799616
11.827718,-1.8914771,-1.690358
12.373612,-5.499649,-0.4668836
12.720782,-9.534002,3.6536634
11.102252,-13.103866,4.529968
9.850046,-15.634615,3.9768906
10.73114,-17.370464,3.4956412
10.592272,-18.380848,2.9856608
13.295408,-20.806248,5.1261425
11.47097,-20.772728,1.4916332
8.734315,-19.56362,-0.99362403
10.498895,-22.28591,1.0223553
11.447028,-21.80945,5.506832
7.9561753,-17.870867,7.6712565
7.2881727,-15.94587,7.4821086
11.162109,-15.763906,5.138114
16.848513,-16.288252,1.7406378
13.530047,-16.053612,-7.563514
8.245882,-15.426312,-7.616188
5.9234357,-16.295435,2.796513
2.126116,-14.62423,5.0231886
-0.749408,-12.23235,1.9465454
-0.34956414,-10.063137,0.46927786
1.8268317,-5.995264,-0.31843856
3.0790374,-4.252232,-0.58420306
6.943397,-2.004008,-0.50998056
8.159689,-0.5770202,-0.13168511
9.349643,-0.019154198,0.5650489
11.933065,-0.11492519,1.6305012
10.733534,1.3120626,2.4637089
9.407105,1.5395187,4.1971636
10.541992,1.5826156,4.582642
11.791803,2.1931558,8.291373
10.237919,3.703943,11.370411
9.186832,3.3232534,10.403124
5.7797794,2.2170985,7.3743663
4.68799,1.6999351,6.4525704
4.2665977,1.3431882,5.906676
5.1093826,0.9433443,7.848433
7.2354984,0.4644893,18.859703
6.902694,0.08858817,12.143762
3.0096035,0.9313729,14.638597
1.2665714,1.0798179,11.76786
3.2083282,1.3048798,9.043176
3.1604428,1.7382435,8.801354
2.1596358,2.6720107,5.1716337
1.4772675,3.2466366,5.334444
0.75180227,3.0335462,7.3815494
0.339987,3.0646718,9.481328
0.80208206,3.3735332,9.8548355
1.4389591,3.8380225,10.388759
1.0032011,3.5507095,8.688824
0.117319465,3.4286015,7.738296
-0.2944958,3.5578923,7.1109962
0.10774237,4.02717,8.959376
-0.18675344,3.6273263,8.411087
-0.51716334,4.065479,6.941003
0.24900457,4.6568646,8.865999
0.18196489,4.4820824,9.445415
-1.637684,4.496448,8.073495
-1.1468576,4.7550297,6.3304625
-0.8834874,5.0830455,4.8316464
-0.047885496,5.5738716,7.458166
0.600963,5.1045938,9.148524
-1.6927522,5.626546,5.7175283
-2.0399222,4.767001,5.880339
-6.474119,6.9505796,-7.450983
-4.0894213,4.7262983,14.243541
-4.6760187,5.6504884,13.063164
-2.3535721,5.147691,6.893117
-1.9800652,4.697567,3.5363438
-1.9800652,4.697567,3.5363438
-1.9800652,4.697567,3.5363438
-1.9800652,4.697567,3.5363438
-1.9800652,4.697567,3.5363438
-1.9800652,4.697567,3.5363438
-1.9800652,4.697567,3.5363438
-1.9800652,4.697567,3.5363438
-1.9800652,4.697567,3.5363438
