@ HyperIMU -ianovir - 2018
@ Date:Thu Nov 21 16:18:56 GMT+07:00 2019, Sampling Rate:20ms

BMI120_Accelerometer.x,BMI120_Accelerometer.y,BMI120_Accelerometer.z
-3.9990234,-6.5500793,2.755844
-3.3454132,-5.9778595,2.4374084
-6.412384,-5.168625,2.2794037
-8.380417,-5.142288,1.1804657
-8.921509,-5.9060364,-0.91207886
-8.301407,-5.2667847,-2.192978
-6.7308044,-1.6611176,0.10786438
-7.882416,-2.1471405,3.6991577
-9.146561,-2.5350037,5.5163574
-6.510544,-0.3467102,3.1604614
-3.9750824,0.27578735,0.6417694
-6.103531,0.055526733,1.2522888
-8.31337,0.64689636,4.8914795
1.2897644,-0.013916016,2.6026154
8.065353,4.5805664,-0.6439209
0.97613525,2.2653656,-5.5711823
-4.049301,-3.2484741,-8.314941
-0.8674011,-4.3450165,-1.8362274
-4.1019745,-5.848572,4.9106293
0.20040894,-3.7799835,6.8571167
4.7445984,-0.8686371,4.6352997
-4.930374,-3.9116669,8.348694
-6.582367,-7.4287567,3.96492
-11.227112,-10.4717865,3.459732
-14.02594,-8.127853,12.337433
-25.652176,-13.39032,18.428284
-26.157364,-12.540375,7.4508667
-23.62909,-9.842102,-0.46435547
-22.127914,-8.300247,6.7469788
-23.59317,-6.8661194,11.803528
-18.922089,-6.2699585,4.3120728
-14.626877,-7.0767975,0.07194519
-13.266983,-3.5669098,5.664795
-12.697159,-4.5652924,8.585724
-15.608505,-7.220459,11.822693
-14.780106,-6.729645,1.6569061
-14.7322235,-3.9164581,3.5890198
-10.41069,-1.4384613,8.176315
-9.445831,-0.040252686,5.3942566
-5.689331,-0.15756226,-0.7133484
-6.1490173,-0.45443726,-2.530548
-4.1498566,-0.042633057,0.99131775
-1.5641174,1.2406464,5.743805
-3.7045288,0.8312378,10.927261
-1.1810455,-0.8638458,9.315964
-2.0668945,-2.0729218,9.722977
-2.4427948,-1.6563263,-0.2823944
-1.7843933,-0.44966125,4.1923676
-3.491455,-0.55978394,3.7111359
-4.0588837,-0.44007874,3.3567963
-3.546524,1.3388214,5.5714264
-1.9639587,2.3802948,8.595306
-1.7748108,0.68759155,9.959991
-2.3374481,0.6564636,5.1955414
-1.3821564,4.9253235,6.1412506
-2.210556,5.595703,8.334335
-2.2153473,3.665985,7.273697
-3.5130005,1.2382507,6.4069977
-4.353363,1.3268433,7.309616
-3.4220276,5.401779,9.787613
-2.5529175,7.625992,7.8531036
-2.5002594,6.7784424,5.0351257
-4.2049255,3.8168182,-5.451477
-6.97023,3.3906403,8.018295
-5.9909973,4.2789,15.011765
-5.5025787,3.7737122,10.163498
-4.566452,3.1775665,5.8180237
