@ HyperIMU -ianovir - 2018
@ Date:Sat Dec 14 15:48:25 GMT+07:00 2019, Sampling Rate:20ms

LSM6DS3_Accelerometer.x,LSM6DS3_Accelerometer.y,LSM6DS3_Accelerometer.z
2.9738007,-12.033035,2.435791
0.89204407,-13.815689,2.1103668
1.1169739,-13.322769,3.2996063
3.7179718,-11.1141815,0.98335266
7.1277466,-9.190353,-1.6056824
6.6180725,-8.852966,-2.6465607
5.893051,-9.594742,0.04296875
3.2106934,-11.535324,-0.42123413
1.6170654,-12.798737,-0.6700897
4.1773834,-13.562042,1.5289154
6.5319214,-13.413696,3.4694977
8.058548,-13.327545,4.8501434
9.386566,-14.892456,5.008072
10.920364,-15.765839,5.6421814
14.43782,-16.210907,7.3889313
16.273117,-14.58139,7.8674927
17.584381,-12.83223,7.8962097
18.163437,-10.929947,7.7933197
18.237625,-8.802719,7.745468
17.522171,-7.4196625,6.4940186
16.98378,-6.953064,5.51297
15.13652,-6.05336,5.4292145
14.418671,-5.464737,5.2736816
14.210495,-3.7514648,5.089432
14.523956,-2.141098,4.618042
13.997528,-0.9710083,4.082062
14.143494,0.019622803,3.9289093
15.088654,0.15840149,4.189728
15.593552,1.4959869,4.778366
16.2444,2.034378,5.9221344
16.361649,0.56518555,5.4124603
15.081482,-1.2653351,5.2162476
13.155258,-3.1676178,6.1901245
12.973404,-4.651169,6.5442657
12.925552,-6.23761,7.022827
12.351273,-7.9197693,6.572983
12.516373,-10.599731,7.099411
12.600128,-11.736328,9.43959
12.932724,-11.396545,10.009079
13.679291,-11.932526,8.319748
15.191559,-12.918381,5.0702972
15.940506,-13.339508,4.6778717
14.97142,-13.2222595,5.0607147
11.47789,-13.023666,5.2521515
9.190353,-12.169418,4.8142548
8.951065,-11.049576,4.510376
9.946487,-9.781387,3.3211365
9.357849,-9.018082,3.3139648
7.9795837,-8.436615,4.2016907
7.948471,-7.857559,4.371582
7.8192596,-7.445984,3.948059
5.9121857,-7.113388,2.5267181
3.6437836,-8.692657,0.89959717
2.8421936,-10.240814,2.373581
4.134323,-10.350876,2.5434723
2.210495,-11.296036,0.24157715
0.16223145,-11.815277,0.6220398
1.9496765,-11.363037,4.2208405
5.2422028,-9.470322,3.890625
6.23761,-8.008301,-0.055130005
8.381577,-7.280884,-1.6631165
7.8599396,-8.202118,-0.28485107
5.3307343,-9.790955,-0.950058
4.854553,-11.786575,-0.18434143
4.9670258,-12.743698,2.6032867
5.864334,-13.32515,5.2042847
8.541901,-13.574005,6.6543427
13.286865,-14.413895,6.9917297
14.042999,-13.715179,7.231003
14.177002,-13.449585,7.214264
15.806503,-12.691055,7.7191467
16.888062,-11.152466,7.4655
16.605713,-9.769424,5.9604187
16.088867,-9.67131,4.362015
16.521957,-8.338516,5.460327
17.132141,-6.9746094,6.4246216
17.957657,-4.90242,7.728714
17.842804,-1.8922424,5.9508514
16.909607,-0.23402405,5.867096
17.115387,-0.08326721,4.440979
16.239609,-1.8946381,0.04296875
15.071915,-1.8635406,0.15542603
15.579193,-1.413681,3.6537323
15.9548645,-0.829834,7.104187
15.667725,-1.0834808,6.7117615
14.026245,-1.8204651,5.9388885
12.458954,-3.184372,5.9508514
11.576004,-4.789963,5.529709
11.099823,-6.579788,5.82164
10.465729,-7.9173737,6.2882385
11.1141815,-9.719177,8.384354
11.420471,-10.274307,9.544876
11.327148,-10.55188,8.728912
12.080887,-11.915787,6.084854
13.459152,-12.4422,4.900406
14.203323,-12.126358,6.221237
12.657547,-11.822464,5.1660004
9.391357,-11.700424,3.409668
7.905411,-11.638214,2.612854
7.9819794,-10.585373,3.5173492
8.156662,-9.226257,4.7137604
8.041794,-8.517975,4.342865
6.6635284,-7.840805,3.158432
6.4792786,-7.7307434,3.7398834
6.842987,-7.716385,4.321335
5.7877655,-8.881683,2.1917267
3.7753906,-9.388962,1.2226257
3.8208618,-9.7981415,2.4573212
5.8667297,-9.463135,2.8928223
4.12236,-11.016083,0.6986084
1.5070038,-11.937317,0.9761658
4.3161774,-11.767426,3.8547363
6.838211,-10.685867,4.452942
6.3931427,-9.700027,-0.74905396
8.326538,-9.738312,-1.4669037
8.781174,-9.589966,-0.34466553
5.4623413,-10.30542,-1.4908295
4.2132874,-10.961044,-0.84477234
6.419464,-12.066528,3.6657104
7.7977295,-11.872711,5.529709
8.860138,-11.96843,5.8168488
10.769623,-12.542709,7.1999054
12.583374,-12.29863,8.226425
14.593353,-10.57341,6.8146515
15.260941,-8.783585,4.524719
16.112793,-6.7783966,2.998108
16.947891,-5.493454,3.6537323
16.84021,-4.952667,3.4288177
16.404709,-4.2108917,3.6537323
15.684479,-3.3590546,3.7518463
15.636612,-2.4210663,5.149246
15.598328,-0.8681183,7.0611115
15.201126,0.4981842,6.9295197
15.155655,1.5055542,5.5368958
14.7752075,1.0413513,4.5127563
14.373215,-1.002121,4.206482
13.53093,-1.6481781,4.6443634
13.643402,-1.5452881,4.6324005
14.007111,-1.6481781,4.419449
14.387558,-1.8922424,5.1372833
14.322952,-2.772812,5.8288116
13.583572,-4.2348175,6.194916
13.497437,-5.35466,7.3315125
13.363434,-6.5319366,7.750244
13.215088,-8.137512,7.412857
12.664734,-8.912796,8.08046
11.568817,-9.668915,8.176178
10.8342285,-9.838806,7.3410797
11.657349,-9.805313,6.393524
11.674103,-9.458359,5.8910217
11.39653,-9.302826,5.374176
11.300827,-9.7981415,5.043976
10.645187,-9.544495,4.819046
9.455963,-8.269119,4.287842
9.759842,-7.199524,4.1227264
9.889053,-6.4529724,3.9671936
9.4535675,-6.345291,4.6850433
8.135117,-6.862137,4.285446
6.4697113,-7.1181793,4.2734833
5.6944427,-7.1492767,4.8836517
4.26593,-7.2593536,3.2134552
2.7847748,-7.4770966,0.947464
4.775589,-8.407898,0.8756714
7.5105896,-8.453369,1.3973083
6.168213,-8.754868,-0.09341431
3.4667206,-9.64978,1.6030884
5.58197,-8.771622,4.9985046
8.395935,-6.8860626,4.457733
7.9700165,-6.8071136,0.89959717
7.828842,-7.4388123,-0.28245544
8.221268,-8.549088,1.3255157
7.1277466,-9.324356,1.5791626
6.2806854,-9.723953,-0.4188385
6.900421,-11.243393,-0.4906311
8.690247,-11.84639,2.998108
9.79335,-11.688461,6.943878
10.786362,-12.4613495,6.422241
12.915985,-12.978195,7.991928
13.516571,-12.511597,9.310379
13.870712,-11.276901,7.424835
16.435822,-10.40831,7.9081726
17.749481,-8.573013,6.5346985
17.103424,-7.108597,4.6108704
16.811493,-5.955261,4.275879
16.854568,-5.6896515,5.046356
15.940506,-4.6750946,5.914963
14.698624,-2.6818848,6.462906
14.334915,-1.2342224,7.3817596
13.583572,1.043747,6.7644043
14.363632,1.5701599,6.1063843
13.916183,2.5392609,7.432007
14.083679,2.8814392,8.891632
13.686462,2.5392609,9.470688
13.784576,1.5390625,8.38913
13.959244,-0.3393097,7.8124695
13.619461,-1.8874664,7.683258
12.473312,-4.055359,6.4772644
11.78656,-6.041397,6.5155487
10.350876,-8.144699,7.1376953
9.659348,-8.929535,7.975174
10.870117,-9.286072,8.082855
13.794144,-10.157059,6.4557343
14.473709,-10.226456,6.977371
12.944687,-10.970612,8.369995
12.009094,-10.958649,7.728714
12.399124,-10.535126,5.850357
13.3945465,-10.20253,5.1037903
13.581177,-9.67131,4.945862
12.164627,-9.226257,3.5915222
10.695435,-9.23822,3.2876434
8.733322,-9.192749,4.182556
8.395935,-9.264542,3.885849
8.680679,-8.156662,2.8018951
7.233017,-7.8838806,2.2802582
5.5963287,-8.841003,1.6988068
4.1438904,-9.278885,2.064911
5.5077972,-9.101822,2.773178
5.5030212,-8.568222,1.5145569
3.3111877,-9.853165,1.3661957
3.5313263,-10.999329,3.9815521
3.8256378,-10.829437,3.7973022
4.4405975,-9.91539,-0.6700897
6.3763885,-8.929535,-2.1321106
8.546677,-8.398331,-0.86151123
7.0870667,-8.678299,-0.43559265
5.4719086,-10.037415,-1.4740753
5.9863586,-11.315186,0.74645996
7.4723053,-11.2099,2.8377838
9.314774,-11.217072,4.4673004
11.82724,-11.35347,6.3336945
12.535522,-11.095047,6.4198456
12.781982,-10.669128,6.1805573
14.198532,-9.951279,7.046768
15.165237,-8.374405,6.733307
14.9522705,-7.1492767,6.0345917
15.323151,-6.3835754,5.644562
14.559845,-5.2206726,4.228012
14.157852,-4.342499,4.5127563
13.961639,-3.9835815,5.189926
13.763031,-3.4739075,4.7592163
13.703217,-2.6483765,4.244766
14.196136,-1.8204651,3.993515
13.782181,-1.1935425,3.759018
13.478287,-0.6910553,4.9075775
12.779587,0.28044128,5.024826
13.045197,-0.54748535,4.5510406
13.1935425,-0.7317352,4.326126
13.999924,-0.94229126,4.041382
14.945099,-1.0092926,4.69223
15.272903,-1.6122894,5.316757
14.835022,-2.777588,6.3408813
13.504608,-4.557846,7.7311096
12.394348,-6.1083984,8.027817
11.791351,-7.7761993,7.774185
11.956451,-9.097046,8.049362
12.044998,-9.491852,7.704788
11.58078,-9.848389,7.144867
11.152466,-10.023056,6.8553314
11.623856,-10.011093,6.8912354
12.370422,-9.434433,5.7905273
12.243591,-9.83403,5.1779633
10.602112,-9.920166,5.424423
8.97261,-9.494247,4.864502
8.060944,-8.912796,3.919342
7.0081024,-7.800125,3.5269165
7.084671,-7.3574524,3.8260193
7.5010223,-6.718567,3.5867462
7.474701,-6.4338226,2.6894379
6.912384,-6.3907623,1.6318054
5.8715057,-6.438614,2.6056824
4.605713,-7.3574524,3.9743805
3.550476,-7.410095,2.636795
2.6268463,-7.716385,0.82302856
4.170212,-7.754669,1.7729797
6.58696,-7.290451,2.579361
5.9983215,-8.668716,1.4882355
4.3783875,-9.1736145,2.1821594
4.8138733,-9.613892,3.2469635
6.7783813,-8.683075,4.6395874
6.8023224,-7.9748077,2.8018951
7.3861694,-7.410095,0.96180725
8.599319,-7.4029236,0.56700134
9.274109,-7.9006195,1.3925171
9.082672,-8.797928,2.4692993
8.563431,-9.398529,2.2419739
9.0755005,-10.082886,3.1368866
10.255157,-10.446594,4.2016907
12.028244,-10.664337,6.080063
12.377594,-10.147491,6.039383
12.576202,-9.618668,5.9891357
13.042801,-8.989365,6.118347
13.124161,-8.391159,5.6134644
13.849182,-6.953064,4.275879
14.011887,-6.431427,3.9169464
12.793945,-4.993347,3.471878
11.346283,-5.239807,3.7494507
10.468124,-5.727951,3.885849
10.393936,-5.5030212,5.3694
10.946686,-4.124756,5.903
11.654968,-2.9738007,5.213867
12.121567,-2.009491,5.283249
12.968628,-0.4924469,5.7881317
13.485474,-0.12634277,4.165802
13.363434,-0.18617249,5.742676
13.971207,-0.24119568,6.1279144
14.363632,0.28761292,6.297806
15.057556,-0.43740845,5.9340973
15.062347,-2.078888,5.63739
13.959244,-4.713394,6.290634
12.77002,-6.2065125,7.6234283
12.274704,-7.512985,7.637787
12.691055,-8.338516,7.190338
12.226852,-8.919968,7.432007
11.64299,-9.226257,8.712173
12.36084,-9.71199,8.463318
13.923355,-10.228836,7.4152527
13.724747,-10.087662,7.7598267
13.049973,-10.314987,9.238586
11.564041,-10.312592,7.2860413
11.111786,-10.910797,5.2617188
10.365234,-10.2838745,4.113159
10.341309,-8.750076,3.3594208
9.209503,-8.125549,3.1608124
7.6326294,-8.434219,4.022232
7.376587,-8.185379,5.197113
7.836014,-6.838211,3.512558
6.8238525,-5.9696198,2.3017883
4.0864563,-6.1825867,2.6152496
5.749481,-5.486267,2.0409698
6.9458923,-5.4096985,-0.15084839
5.7997284,-6.0270386,-1.8186493
6.661133,-6.661148,0.89720154
6.5678253,-7.103821,1.7538452
3.837616,-10.214493,0.8062744
1.6768951,-11.260147,2.0146484
3.2729034,-10.324554,3.4072723
6.924347,-8.065735,1.8016968
8.0035095,-7.051178,0.98335266
8.276291,-6.723358,0.31095886
8.084869,-7.2832794,0.16978455
7.216278,-8.149475,1.1340942
7.0463867,-8.532333,2.600891
7.934128,-9.164032,2.9789581
8.936707,-9.3506775,2.7660065
10.630829,-8.941498,3.4240265
12.006699,-9.003723,4.108383
12.255554,-9.400925,5.5033875
11.377396,-9.58757,6.022629
12.327347,-9.570816,6.5586243
13.88028,-9.21907,5.941284
13.652969,-8.352875,5.12294
13.408905,-7.429245,5.711563
14.138718,-7.022461,6.10878
14.064529,-6.007904,5.4172516
13.081085,-5.3642273,4.7065735
12.31778,-5.1440887,4.9315033
12.389557,-4.249176,5.5201416
12.3967285,-3.722763,5.500992
12.726944,-3.1078033,5.8192444
12.987762,-1.7678223,4.5175476
12.915985,-0.47329712,4.5797577
13.006912,0.7015686,4.658722
13.830032,-0.81307983,3.615448
14.021469,-1.4400024,3.6680908
15.495438,-0.88964844,3.6633148
17.21109,0.12968445,5.5488586
15.385376,-1.1648254,5.6589203
10.137909,-5.7375183,4.531906
6.764038,-7.864731,4.2256165
8.742889,-7.043991,4.909973
10.135513,-8.027451,6.3576355
6.6108856,-9.692856,1.1293182
6.3763885,-10.12117,2.6583252
6.3596497,-10.877304,2.4716797
3.973999,-12.044998,2.201294
5.1345215,-12.521164,2.8282166
6.7951355,-12.602524,1.8950195
5.7088013,-12.614487,2.6654968
5.92894,-13.447189,4.859726
6.3333282,-14.507217,4.8046875
2.531128,-14.624466,1.8543396
1.179184,-13.416077,-1.0912323
2.6699066,-10.769623,2.086441
3.040802,-9.386566,3.4192352
4.6128845,-8.123154,1.7753754
5.5580444,-7.199524,-0.052749634
8.233231,-6.73053,-0.062316895
9.869919,-7.1923523,1.8639069
10.398727,-6.929138,4.096405
8.537109,-5.955261,6.6208344
7.6039124,-5.3355255,5.1301117
5.522156,-4.65596,0.04776001
7.6733093,-4.170212,-0.11735535
8.953461,-3.0216675,0.8254242
9.767029,-2.5119934,3.0052795
9.501419,-3.3470917,3.512558
8.336121,-4.438217,3.2996063
7.515381,-4.8545685,3.9983063
8.171005,-4.088867,4.2710876
8.769211,-3.3255463,2.682251
8.929535,-3.0599518,2.7492523
8.194946,-3.1628418,3.7326965
8.037018,-3.3662262,4.606079
8.333725,-3.0743103,4.113159
8.355255,-2.8828735,3.9265137
8.915176,-2.7871704,3.5341034
10.015884,-2.5765991,3.4862366
9.168823,-2.6962433,3.7709808
7.948471,-3.7945404,4.697006
7.611084,-3.6605377,4.2016907
9.192749,-3.308792,4.2495575
8.400726,-3.7586517,3.9791565
7.4603424,-3.9548645,3.8547363
7.646988,-3.6557617,3.7159576
8.115982,-3.7777863,4.5821533
7.646988,-4.021866,3.8762665
7.479492,-4.134323,2.8904266
7.749878,-3.9381104,3.684845
8.118362,-3.8280487,4.440979
7.8072968,-4.096039,4.7233276
7.8599396,-3.85437,4.1610107
8.946289,-3.155655,3.8355865
8.941498,-3.2968292,4.0030975
7.8910522,-3.9476776,3.747055
7.7857666,-4.0745087,4.2136536
8.338516,-3.8065033,3.8595276
8.285873,-3.9022217,4.091629
7.7522736,-4.0170746,4.184952
7.1899567,-4.16304,4.1634064
7.6015167,-4.2874603,5.094223
8.460541,-3.3423004,3.816452
8.5203705,-3.5193634,3.651352
7.359848,-3.7442932,4.0892334
6.374008,-4.146286,2.498001
9.202316,-3.842392,5.1779633
7.800125,-4.1271515,4.043762
7.240204,-4.318573,4.6443634
8.446182,-3.985962,6.1374817
8.022659,-4.196533,4.9650116
7.5799866,-3.780182,3.569992
7.393341,-4.1438904,3.7398834
7.558441,-4.2922516,4.7017975
7.702011,-3.8208618,4.9195404
7.6039124,-3.6294403,4.8956146
7.903015,-3.591156,5.077469
7.6828766,-3.6772919,4.4960175
7.840805,-3.6844788,4.7233276
7.7044067,-3.8639374,4.847763
7.3263397,-3.9955444,4.5175476
7.7690125,-4.0912476,4.9602203
7.7761993,-3.9763947,4.421829
7.005707,-4.0529633,3.8954163
6.8693085,-4.1414948,3.9145508
8.101624,-3.595932,3.467102
8.776398,-4.30661,7.1807556
6.591751,-4.3329315,5.43161
6.385971,-4.5387115,3.1943207
6.385971,-4.5387115,3.1943207
6.385971,-4.5387115,3.1943207
