@ HyperIMU -ianovir - 2018
@ Date:Sat Dec 14 12:51:06 GMT+07:00 2019, Sampling Rate:20ms

BMI120_Accelerometer.x,BMI120_Accelerometer.y,BMI120_Accelerometer.z
8.922485,-13.620163,-0.29437256
8.189865,-13.981689,-0.14831543
8.522659,-13.05513,0.838089
8.448425,-12.518829,1.134964
8.814743,-12.356018,-0.6941986
8.661514,-11.534805,-0.9862976
7.6535645,-11.297775,-0.2823944
7.078949,-11.134979,0.8979492
6.8203735,-10.440659,-0.16508484
6.521103,-9.530869,-1.8003235
5.9201508,-8.728806,-1.5680847
5.0654297,-8.017731,-0.6008301
4.201111,-7.615494,-0.21296692
3.7869263,-6.5309296,-1.3765411
3.8156586,-5.551697,-2.1594543
3.4684906,-5.156662,-1.4771118
3.083023,-4.9100494,-0.8019409
2.3719482,-4.2899475,-1.0102386
2.3480072,-4.021805,-1.4771118
2.6808014,-3.8661804,-1.4890747
2.707138,-3.6770325,-1.3310547
2.8268433,-3.6171875,-0.7372894
2.77417,-3.7991486,-0.59843445
2.7957153,-4.155884,-1.0988159
2.9992218,-4.6538696,-1.632721
3.272171,-5.041733,-1.8314514
3.612152,-5.709717,-1.414856
4.146057,-6.2867126,-0.63912964
4.636856,-6.8302,-0.36619568
4.845154,-7.2444,-1.0245972
5.398224,-7.864502,-2.0421295
5.6184845,-8.053635,-1.6806183
