@ HyperIMU -ianovir - 2018
@ Date:Sat Dec 14 15:53:12 GMT+07:00 2019, Sampling Rate:20ms

LSM6DS3_Accelerometer.x,LSM6DS3_Accelerometer.y,LSM6DS3_Accelerometer.z
9.829239,-3.3757935,4.172989
9.7742,-3.4021149,3.4216309
10.015884,-3.0312347,4.350052
9.683273,-2.1506805,4.9865417
9.862732,-1.5428925,4.5462646
10.539902,-2.1602478,4.050949
10.827042,-3.4116974,4.462509
10.597336,-3.6725159,5.1995087
10.561447,-2.2344208,4.6898346
11.04718,-1.1863708,3.4599152
11.535324,-0.50201416,2.2539368
10.874908,-1.6816864,1.5289154
9.989563,-3.1412964,0.5909271
9.415283,-4.6607513,0.98812866
9.666519,-6.776001,2.7133636
9.061142,-9.7742,3.4431763
8.501221,-10.645187,4.842972
9.623459,-10.44899,4.3476562
8.936707,-11.4587555,0.86849976
5.60112,-13.207901,-1.5937195
6.58696,-14.440216,3.3618164
7.206711,-12.375198,3.3881378
3.5983276,-12.0091095,-1.9693909
3.308792,-10.685867,-2.2182465
5.7135773,-9.601929,-0.7275238
7.211487,-8.228439,2.739685
5.8667297,-8.448578,3.2062836
4.186966,-8.238022,2.304184
7.5751953,-8.037018,2.3113708
9.570816,-7.479492,3.026825
7.560837,-7.8455963,2.9095764
6.9387054,-7.8384094,3.1871338
7.1803894,-4.7803802,2.0409698
8.716568,-3.9309387,0.73928833
8.226044,-3.8041077,0.57177734
7.2641296,-3.7538605,1.5289154
7.709198,-3.488266,3.438385
10.769623,-1.7654266,4.2256165
9.972809,-1.8180695,3.2708893
9.5277405,-2.7967377,3.890625
8.190155,-3.722763,4.8453674
7.606308,-3.2633362,5.59671
7.905411,-2.978592,4.6826477
7.9006195,-2.7799835,2.792328
9.0755005,-2.2583466,3.622635
8.551468,-2.8828735,4.029419
7.3239594,-3.756256,4.8621216
7.125351,-3.591156,5.9269257
7.2880554,-3.4715118,5.591919
7.244995,-3.4284363,5.3023987
7.9700165,-3.205902,4.115555
8.431824,-3.217865,5.24736
7.886261,-3.0862732,4.7233276
7.556061,-3.2992249,4.2998047
7.4388123,-3.4260406,4.519943
7.491455,-3.775406,5.546463
7.508194,-4.0362244,4.840576
7.5273438,-3.7490845,4.9985046
8.252365,-3.1628418,5.3717804
8.051376,-2.8733063,3.7709808
7.5417023,-3.1748047,4.4601135
7.9293365,-3.8280487,6.00589
6.6396027,-4.541107,5.4866486
7.3861694,-2.8254547,4.029419
8.178192,-3.6294403,5.7666016
8.501221,-3.241806,4.852539
8.391144,-3.459549,4.5989075
8.391144,-3.459549,4.5989075
8.391144,-3.459549,4.5989075
